# date;sentiment;objectivity;retweets;favourites
2016-11-08 00:57;-0.133333333333;0.333333333333;0;0
2016-11-08 00:56;-0.5;0.608333333333;0;0
2016-11-08 00:52;1.0;1.0;1;1
2016-11-08 00:51;0.0;0.0666666666667;3;5
2016-11-08 00:48;-0.7;0.666666666667;0;1
2016-11-08 00:48;0.0;0.0;0;0
2016-11-08 00:47;0.0;0.0;0;0
2016-11-08 00:44;0.8;0.4;19;64
2016-11-08 00:21;-0.5;0.666666666667;1;0
2016-11-08 00:17;0.0;0.0;0;0
2016-11-08 00:15;-0.125;0.125;0;0
2016-11-08 00:15;0.0;0.0;0;1
2016-11-08 00:12;0.375;0.541666666667;0;0
2016-11-07 23:43;0.0;0.0;1;0
2016-11-07 23:34;-0.1875;0.5;0;0
2016-11-07 23:32;-0.4;0.6;1;1
2016-11-07 23:21;0.240151515152;0.651515151515;0;0
2016-11-07 23:13;0.0;1.0;14;12
2016-11-07 22:46;0.0;0.0;2;2
2016-11-07 22:46;0.275;0.225;2;4
2016-11-07 22:42;0.6;0.55;10;8
2016-11-07 22:38;0.0;0.0;0;1
2016-11-07 22:22;0.225;0.225;2;3
2016-11-07 22:18;0.0;0.0;1;1
2016-11-07 22:15;0.0;0.0;1;2
2016-11-07 22:11;0.7;0.6;1;3
2016-11-07 22:10;0.0;0.0;5;4
2016-11-07 22:09;0.0;0.0;0;0
2016-11-07 22:09;-0.416666666667;0.666666666667;2;2
2016-11-07 22:08;0.175;0.325;0;0
2016-11-07 22:06;0.0875;0.616666666667;5;2
2016-11-07 22:05;0.0;0.0;4;3
2016-11-07 22:04;0.21875;0.7375;0;0
2016-11-07 22:03;0.8;0.75;2;2
2016-11-07 22:01;-0.2;0.4;1;1
2016-11-07 21:58;0.375;1.0;3;2
2016-11-07 21:55;-0.4;0.7;0;0
2016-11-07 21:53;0.0;0.0;15;20
2016-11-07 21:48;0.5;0.233333333333;1;1
2016-11-07 21:45;0.4;0.375;0;0
2016-11-07 21:43;0.0;0.0;1;2
2016-11-07 21:42;0.0;0.0;1;1
2016-11-07 21:40;0.0;0.333333333333;0;0
2016-11-07 21:40;0.0;0.0;0;4
2016-11-07 21:39;0.0;0.0;1;1
2016-11-07 21:38;0.268181818182;0.5;0;0
2016-11-07 21:35;0.4;0.375;0;0
2016-11-07 21:35;0.0;0.0;0;2
2016-11-07 21:34;0.4;0.375;119;381
2016-11-07 21:31;0.416666666667;0.833333333333;5;5
2016-11-07 21:31;-0.3;0.1;0;0
2016-11-07 21:13;0.0;0.0;5;1
2016-11-07 21:12;-0.28;0.6;1;0
2016-11-07 21:08;-0.21;0.404761904762;0;0
2016-11-07 21:04;0.0;0.0;0;1
2016-11-07 20:51;0.2;0.2;0;0
2016-11-07 20:42;0.370833333333;0.333333333333;7;6
2016-11-07 20:26;0.0;0.0;3;1
2016-11-07 20:23;0.0;0.0;0;0
2016-11-07 20:17;0.0;0.0;1;0
2016-11-07 20:14;0.0;0.0;2;1
2016-11-07 20:00;0.0;0.0;0;0
2016-11-07 19:54;-0.6;0.8;0;1
2016-11-07 19:40;0.1;1.0;0;1
2016-11-07 19:37;-0.507142857143;0.678571428571;1;1
2016-11-07 19:37;0.0;0.0;9;7
2016-11-07 19:37;0.0;0.0;1;1
2016-11-07 19:37;0.1;0.233333333333;0;1
2016-11-07 19:37;0.175;0.691666666667;1;1
2016-11-07 19:35;0.0;0.0;0;0
2016-11-07 19:31;0.0;0.0;0;1
2016-11-07 19:31;0.0;0.0;0;0
2016-11-07 19:30;0.0;0.1;0;0
2016-11-07 19:22;0.0;0.0;0;0
2016-11-07 19:20;0.1;0.1;0;0
2016-11-07 19:13;0.39765625;0.79375;0;0
2016-11-07 19:06;0.0;0.0;0;0
2016-11-07 19:04;-0.125;0.375;0;1
2016-11-07 19:04;0.25;0.75;0;0
2016-11-07 19:03;0.0;0.0;0;0
2016-11-07 19:01;0.0;0.0;1;2
2016-11-07 19:00;0.0;0.0;5;5
2016-11-07 18:59;0.35;0.55;0;0
2016-11-07 18:58;0.760416666667;0.616666666667;1;1
2016-11-07 18:53;0.134090909091;0.313636363636;0;0
2016-11-07 18:51;0.5;1.0;0;1
2016-11-07 18:50;0.0;0.0;0;1
2016-11-07 18:48;0.0;0.0;1;2
2016-11-07 18:47;0.05;0.15;0;0
2016-11-07 18:47;-0.5;0.75;1;0
2016-11-07 18:43;-0.09375;0.25;0;0
2016-11-07 18:42;0.4;0.408333333333;1;1
2016-11-07 18:37;0.5;1.0;0;2
2016-11-07 18:35;0.0;0.0;5;5
2016-11-07 18:34;0.333333333333;0.433333333333;1;0
2016-11-07 18:33;-0.5;0.5;0;0
2016-11-07 18:30;0.0;0.0;1;3
2016-11-07 18:24;0.433333333333;0.733333333333;80;135
2016-11-07 18:16;0.0;0.0;0;0
2016-11-07 18:09;-0.0208333333333;0.395833333333;1;1
2016-11-07 18:08;0.0;0.1;0;0
2016-11-07 18:07;0.0;0.0;1;1
2016-11-07 18:04;0.45;0.75;3;4
2016-11-07 18:04;0.0;0.0;72;144
2016-11-07 17:58;0.17;0.385555555556;1;1
2016-11-07 17:56;-0.270833333333;0.6875;0;0
2016-11-07 17:53;0.0;0.0;0;0
2016-11-07 17:52;0.25;0.25;1;2
2016-11-07 17:52;0.0;0.0;0;0
2016-11-07 17:52;0.357142857143;0.571428571429;3;3
2016-11-07 17:51;0.55;0.812962962963;52;82
2016-11-07 17:50;0.0;0.0;1;4
2016-11-07 17:49;-0.1;0.45;0;0
2016-11-07 17:48;-0.3;0.5;6;5
2016-11-07 17:44;-0.0416666666667;0.075;0;1
2016-11-07 17:43;0.0;0.0958333333333;1;1
2016-11-07 17:42;0.1;0.3;0;2
2016-11-07 17:41;0.0;0.0;4;5
2016-11-07 17:40;0.0;0.5;0;3
2016-11-07 17:39;0.15;0.43125;0;0
2016-11-07 17:38;0.203125;0.84375;1;0
2016-11-07 17:37;0.433333333333;0.733333333333;217;407
2016-11-07 17:35;-0.8;1.0;0;1
2016-11-07 17:34;0.5;1.0;0;1
2016-11-07 17:30;0.0;0.0;0;0
2016-11-07 17:24;0.375;0.541666666667;0;0
2016-11-07 17:14;0.214285714286;0.642857142857;0;2
2016-11-07 17:12;-1.0;1.0;0;0
2016-11-07 17:11;-0.5;1.0;0;0
2016-11-07 17:10;-0.4;0.6;0;0
2016-11-07 17:10;0.0;0.0;0;0
2016-11-07 17:10;0.6;1.0;1;1
2016-11-07 17:09;0.6;0.9;2;0
2016-11-07 17:08;0.0;0.0;0;1
2016-11-07 17:07;0.0;0.75;0;0
2016-11-07 17:07;0.0;0.0;0;1
2016-11-07 17:06;0.8;0.7;0;0
2016-11-07 16:58;0.0;0.0666666666667;0;1
2016-11-07 16:56;0.125;0.1;0;2
2016-11-07 16:56;0.4;0.65;0;1
2016-11-07 16:52;0.0;0.0;1;2
2016-11-07 16:50;0.05;0.6;0;0
2016-11-07 16:49;0.0;0.0;1;0
2016-11-07 16:47;0.0;0.0;0;0
2016-11-07 16:45;0.5;0.5;1;0
2016-11-07 16:44;0.0;0.0;0;1
2016-11-07 16:42;0.0;0.0;0;1
2016-11-07 16:38;0.0;0.0;0;0
2016-11-07 16:32;0.0;0.0666666666667;1;1
2016-11-07 16:29;0.0;0.0;0;0
2016-11-07 16:29;0.75;0.7;0;1
2016-11-07 16:29;0.0;0.0;0;1
2016-11-07 16:27;-0.3;0.4;0;2
2016-11-07 16:27;0.0;0.0;0;3
2016-11-07 16:25;0.0;0.5;1;0
2016-11-07 16:24;0.0;0.0;0;2
2016-11-07 16:23;0.0;0.0666666666667;94;206
2016-11-07 16:21;0.0;0.0;0;1
2016-11-07 16:20;0.5;0.888888888889;0;1
2016-11-07 16:18;0.2875;0.4875;0;0
2016-11-07 16:18;-0.466666666667;0.783333333333;0;0
2016-11-07 16:06;-0.145833333333;0.520833333333;0;0
2016-11-07 15:52;0.0;0.0;1;1
2016-11-07 15:51;0.25;0.55;0;0
2016-11-07 15:50;0.0;0.0;0;0
